Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe31003600350032003800,14-07-2008,Female,Product,Yes,1,2,3.2,0.17
fffe33003400330033003100,01-04-2008,Male,Product,No,2,5,7.3,0.55
fffe31003200390038003200,10-04-2008,Male,Product,No,4,8,8.2,0.74
fffe3500330038003500,21-03-2008,Female,Service,No,1,,,
fffe32003700300038003700,22-11-2008,Male,Service,No,3,4,6.3,0.44
fffe31003900320039003700,11-03-2008,Female,Product,No,3,5,5.8,0.43
fffe31003500300031003000,09-03-2008,Female,Service,No,3,5,6.5,0.42
fffe33003300340038003200,14-08-2008,Female,Service,No,4,8,6,0.52
fffe31003300380035003700,14-05-2008,Male,Service,Yes,0,1,0,0
fffe32003400340034003400,15-07-2008,Female,Service,No,3,8,8.6,0.71
fffe33003300320032003600,26-06-2008,Male,Service,Yes,2,4,6.1,0.41
fffe3300390030003800,29-01-2008,Male,Service,Yes,4,7,9.7,0.81
fffe32003900360036003900,08-10-2008,Female,Product,No,2,5,7.2,0.56
fffe32003400340036003900,25-05-2008,Male,Service,No,2,3,4.4,0.29
fffe3800360039003500,23-06-2008,Female,Product,Yes,2,5,4.9,0.35
fffe33003400360039003300,18-05-2008,Female,Service,Yes,1,2,6.5,0.45
fffe32003400340030003600,21-05-2008,Female,Service,Yes,2,4,6.7,0.48
fffe3400370031003700,02-06-2008,Male,Product,No,1,2,2.8,0.08
fffe32003900320039003000,19-06-2008,Female,Service,No,2,4,5.5,0.41
fffe3500360035003200,04-11-2008,Female,Service,Yes,0,1,3.2,0.21
fffe3300370039003800,18-06-2008,Female,Product,Yes,1,3,5.2,0.47
fffe31003600320037003900,01-06-2008,Male,Product,No,2,3,4.4,
fffe32003500310039003500,29-03-2008,Female,Product,Yes,2,3,5,0.33
fffe32003000370039003200,13-01-2008,Female,Product,Yes,1,3,4.7,0.34
fffe3400380038003900,08-05-2008,Female,Product,Yes,2,3,4.8,0.32
fffe31003100310035003700,04-09-2008,Female,Service,Yes,2,3,6.1,0.44
fffe31003500300034003300,25-04-2008,Male,Product,No,2,4,6.6,0.43
fffe32003700340036003100,22-09-2008,Female,Product,No,3,6,8.9,0.81
fffe31003400340034003900,27-08-2008,Female,Service,No,3,7,7.1,0.53
fffe31003000390039003600,01-03-2008,Female,Product,Yes,2,4,7.8,0.62
fffe3600370034003600,21-07-2008,Male,Service,No,5,10,9.6,0.85
fffe36003200,18-03-2008,Female,Service,Yes,3,4,5.6,0.44
fffe3400350030003800,15-07-2008,Female,Product,No,3,5,6.3,0.57
fffe32003700360036003000,09-08-2008,Male,Service,No,1,1,0.4,0
fffe31003600370034003200,17-01-2008,Male,Product,No,2,6,6.2,0.56
fffe31003600330034003300,23-09-2008,Female,Service,No,2,4,4.9,0.4
fffe32003600340033003500,20-03-2008,Male,Service,Yes,4,7,7.6,0.73
fffe33003400360033003600,01-01-2008,Female,Product,Yes,2,4,5.6,0.45
fffe3200330036003900,16-07-2008,Male,Service,No,3,6,6.1,
fffe32003600370035003300,24-09-2008,Female,Service,Yes,2,4,6.3,0.49
fffe3900340035003300,22-03-2008,Female,Service,No,4,6,7.4,0.64
fffe33003000370033003600,26-11-2008,Female,Service,Yes,2,4,4,0.31
fffe31003400340038003300,02-01-2008,Male,Service,No,4,,6.6,0.65
fffe31003100360031003700,12-09-2008,Male,Product,No,4,9,7.7,0.71
fffe31003400380037003400,06-12-2008,Female,Service,No,1,4,5.8,0.34
fffe31003600390033003500,08-09-2008,Male,Service,Yes,4,,6.6,0.62
fffe32003100380033003900,21-07-2008,Female,Product,Yes,0,1,3.8,0.19
fffe3800370038003900,05-12-2008,Male,Product,No,3,6,,0.53
fffe32003100310036003200,19-01-2008,Female,Service,Yes,3,4,4.8,0.4
fffe32003000390036003800,23-02-2008,Male,Service,No,4,8,8.5,
fffe33003300330036003900,30-08-2008,Male,Service,Yes,3,5,4.4,0.32
fffe31003000340037003100,07-06-2008,Male,Service,Yes,2,6,,0.58
fffe3800380033003900,01-07-2008,Female,Product,No,4,6,7.4,0.6
fffe33003300340030003500,06-06-2008,Female,Service,Yes,3,7,7.7,0.67
fffe32003700380039003900,30-07-2008,Male,Product,No,4,7,6,0.55
fffe3300360030003600,06-05-2008,Male,Service,No,3,5,,0.55
fffe31003100390030003800,27-11-2008,Male,Service,Yes,5,10,8.8,
fffe32003400390031003500,28-10-2008,Male,Service,Yes,2,5,6.1,0.58
fffe32003200380036003400,18-10-2008,Female,Service,No,4,8,10,0.92
fffe3900320035003600,04-09-2008,Female,Product,No,4,7,8.5,0.79
fffe3100320034003100,25-08-2008,Male,Service,No,3,8,9.5,0.81
fffe3800380030003500,28-03-2008,Female,Service,Yes,1,2,5.9,0.37
fffe33003100320035003500,24-08-2008,Male,Service,Yes,2,4,6.9,0.59
fffe3800390031003300,06-05-2008,Female,Service,Yes,5,8,8.8,0.8
fffe33003200340030003100,10-05-2008,Female,Service,No,2,4,5.8,0.5
fffe33003300370036003400,26-08-2008,Female,Service,Yes,1,2,3.5,0.27
fffe31003200390035003200,11-03-2008,Male,Product,Yes,3,4,5.4,0.41
fffe32003900310038003900,20-03-2008,Female,Service,Yes,2,4,6,0.42
fffe31003500310032003900,21-12-2008,Female,Product,No,3,6,5,0.44
fffe3600330033003100,30-07-2008,Male,Service,No,3,5,7.9,0.66
fffe31003500350030003000,18-03-2008,Male,Service,Yes,4,7,,0.71
fffe31003800300037003900,04-08-2008,Female,Service,No,1,4,7.5,0.52
fffe3900350039003100,30-04-2008,Male,Service,No,3,6,,0.37
fffe3400380032003100,14-12-2008,Male,Service,Yes,1,,2.2,0.12
fffe33003000350036003400,24-06-2008,Male,Service,No,2,4,6,0.5
fffe3700350034003200,02-04-2008,Female,Product,Yes,3,5,6.2,0.48
fffe31003200330031003700,25-08-2008,Female,Service,No,1,4,4.5,0.41
fffe33003000320035003700,22-11-2008,Female,Service,No,2,4,5,0.32
fffe32003000390038003400,28-06-2008,Female,Service,No,2,4,,0.44
fffe3800390033003100,01-10-2008,Female,Service,Yes,5,9,7.5,0.76
fffe32003800330036003900,02-08-2008,Female,Service,No,1,4,6.1,0.58
fffe33003000300032003500,09-01-2008,Male,Product,No,2,6,6.9,0.58
fffe3300320031003300,21-12-2008,Female,Service,No,2,4,7.1,0.6
fffe3600350037003100,09-08-2008,Female,Service,Yes,1,2,3.9,0.26
fffe33003100300039003300,29-02-2008,Male,Service,Yes,1,3,5.6,0.33
fffe32003600340031003500,12-08-2008,Female,Service,Yes,1,3,5.9,0.48
fffe31003600340032003000,01-12-2008,Male,Service,Yes,3,,,
fffe3600300032003900,20-10-2008,Male,Product,Yes,3,5,,0.35
fffe3500360039003400,27-12-2008,Male,Service,Yes,2,4,6.3,0.42
fffe31003200330033003200,04-01-2008,Female,Product,No,2,4,6.3,0.58
fffe33003200320032003800,12-10-2008,Female,Product,No,1,5,5.9,0.53
fffe31003800380031003900,26-10-2008,Male,Service,Yes,2,2,,0.18
fffe31003100390033003200,07-11-2008,Male,Service,Yes,1,1,4.3,0.25
fffe32003700340036003300,23-02-2008,Female,Product,No,1,3,6.7,0.44
fffe3400340036003700,16-09-2008,Male,Service,No,3,6,,0.64
fffe33003100360036003500,09-06-2008,Male,Service,Yes,2,4,3.2,0.25
fffe33003400340034003800,01-10-2008,Male,Service,No,2,5,8.1,0.63
fffe32003200330032003100,04-10-2008,Female,Service,Yes,1,3,3,0.19
fffe31003100330032003000,09-03-2008,Female,Product,No,3,5,4.4,0.37
fffe33003100340036003700,25-05-2008,Male,Service,No,3,7,6.4,0.61
fffe31003500360035003300,05-01-2008,Male,Service,No,3,5,6.7,0.56
fffe3700300035003500,09-08-2008,Female,Service,Yes,2,4,4.3,0.31
fffe32003400340038003700,29-05-2008,Female,Service,Yes,2,2,2.2,0.13
fffe31003700330039003900,30-01-2008,Male,Service,Yes,1,2,4.8,0.39
fffe32003600340036003200,25-07-2008,Male,Service,No,2,5,6.9,0.59
fffe330035003800,18-06-2008,Male,Product,Yes,3,4,3.9,0.33
fffe31003400360039003100,04-05-2008,Female,Service,Yes,1,2,4.9,0.28
fffe31003200390034003800,21-03-2008,Female,Service,No,1,2,2.1,0.13
fffe33003400300035003200,04-02-2008,Female,Service,Yes,0,2,5,0.34
fffe33003000350033003700,29-05-2008,Female,Service,Yes,1,2,1.1,0.03
fffe32003900370033003500,22-06-2008,Male,Product,Yes,2,3,5.6,0.38
fffe33003300330035003800,20-01-2008,Male,Service,Yes,2,4,5.7,0.46
fffe32003300370036003000,06-11-2008,Male,Service,Yes,2,5,6.3,0.42
fffe3400310033003800,01-04-2008,Male,Service,No,3,5,8.3,0.68
fffe32003300380036003000,18-01-2008,Male,Service,No,2,5,7.2,0.5
fffe33003200340030003800,19-05-2008,Female,Product,Yes,1,1,3.3,0.17
fffe32003000330034003300,24-11-2008,Female,Service,Yes,1,2,6.2,0.39
fffe3800310037003700,05-10-2008,Female,Product,Yes,3,7,6.9,0.58
fffe3900370039003500,02-11-2008,Male,Service,Yes,2,4,5,0.43
fffe3900330030003500,14-08-2008,Female,Product,Yes,2,4,5.6,0.36
fffe32003300320039003100,17-09-2008,Female,Service,Yes,1,2,4.7,0.25
fffe31003000320034003500,10-06-2008,Female,Product,Yes,0,2,3.7,0.18
fffe32003300340034003500,23-01-2008,Male,Service,No,2,6,8.2,0.74
fffe31003800350036003900,06-09-2008,Male,Product,Yes,3,7,7.7,0.6
fffe33003100370036003800,19-01-2008,Male,Service,No,1,3,6.1,0.41
fffe3300350034003000,12-06-2008,Male,Service,Yes,3,6,,0.47
fffe32003100350038003600,25-07-2008,Female,Service,No,2,3,6.8,0.5
fffe33003000390031003900,27-11-2008,Female,Product,No,3,6,5.9,0.57
fffe33003100370035003900,16-08-2008,Male,Product,Yes,1,2,3,0.09
fffe3800300032003000,04-05-2008,Female,Product,No,0,2,,0.21
fffe32003300380035003500,08-05-2008,Female,Service,No,3,5,8.3,0.65
fffe31003100300035003200,12-10-2008,Male,Product,Yes,5,9,7.5,0.76
fffe3800340039003100,15-11-2008,Male,Service,No,2,4,4.3,0.2
fffe33003300370033003200,25-07-2008,Male,Service,Yes,3,4,5.5,0.37
fffe3100380037003600,13-11-2008,Female,Service,Yes,3,5,6.5,0.46
fffe3100300032003000,14-06-2008,Female,Service,No,2,,7.4,0.69
fffe3700310033003700,29-01-2008,Male,Service,Yes,1,3,5.9,0.4
fffe31003200320034003600,08-01-2008,Male,Product,Yes,3,6,8,0.6
fffe3300360039003500,28-09-2008,Female,Service,Yes,3,7,8.4,0.74
fffe32003200330030003600,08-10-2008,Male,Service,Yes,1,3,5.2,0.46
fffe32003900370030003500,04-09-2008,Female,Service,Yes,2,4,5.8,0.37
fffe3200380037003600,26-02-2008,Female,Service,No,3,,,0.49
fffe32003300380039003600,12-09-2008,Female,Product,Yes,2,4,6.6,0.59
fffe3100300033003800,22-09-2008,Male,Service,Yes,3,8,8.7,0.75
fffe32003000380038003300,02-09-2008,Male,Service,No,3,5,,0.56
fffe32003800340033003900,08-08-2008,Male,Product,No,2,3,6.8,0.48
fffe31003200350038003400,18-02-2008,Female,Service,Yes,2,4,6.8,0.53
fffe32003100350036003100,11-09-2008,Female,Service,Yes,2,4,6,0.49
fffe32003000390035003200,01-09-2008,Male,Service,Yes,2,6,,0.52
fffe32003200310039003800,22-10-2008,Male,Service,No,3,7,6.4,0.57
fffe32003300360032003800,20-05-2008,Female,Service,Yes,2,4,5.5,0.32
fffe33003300320036003100,26-03-2008,Male,Product,Yes,1,2,4.2,0.2
fffe3400300033003600,19-09-2008,Female,Product,Yes,2,4,6.1,0.47
fffe31003400330037003400,02-04-2008,Male,Service,Yes,2,5,4.1,0.34
fffe3400310033003000,05-11-2008,Male,Service,No,0,1,1.3,0.03
fffe32003900380037003600,08-10-2008,Male,Service,Yes,1,3,5.3,0.32
fffe32003200390037003200,17-06-2008,Female,Service,No,3,7,7.2,0.57
fffe33003100340031003800,20-03-2008,Female,Product,No,1,2,6.4,0.48
fffe32003400350035003900,25-03-2008,Female,Service,No,1,2,5.5,0.49
fffe32003400340039003700,20-06-2008,Male,Product,No,3,6,5.2,0.4
fffe31003200360033003000,31-10-2008,Female,Service,Yes,2,,5.1,0.44
fffe31003700330031003600,27-07-2008,Female,Service,No,2,4,1.8,0.12
fffe31003100320036003800,15-01-2008,Female,Service,No,3,,6.8,0.51
fffe3200310034003400,11-10-2008,Male,Service,No,0,1,1.4,0.08
fffe32003600300030003200,05-05-2008,Male,Service,Yes,2,4,7.1,0.64
fffe3200370036003200,04-02-2008,Female,Product,Yes,1,4,4.1,0.3
fffe3200320032003500,30-04-2008,Male,Service,No,3,5,5.4,0.5
fffe33003400380037003400,02-03-2008,Male,Product,No,3,7,6.3,0.56
fffe31003700390036003400,07-01-2008,Male,Product,No,3,6,,0.55
fffe3700310038003300,06-04-2008,Female,Service,No,2,5,,0.59
fffe31003700310039003900,16-01-2008,Female,Service,Yes,1,3,4.3,0.3
fffe31003600320031003000,09-08-2008,Male,Product,No,3,5,6.9,0.68
fffe3200320034003600,26-12-2008,Female,Service,No,2,5,5.6,0.51
fffe31003500330039003600,21-12-2008,Female,Service,Yes,3,6,5.6,0.4
fffe32003500380030003500,01-03-2008,Female,Service,No,3,5,6.4,0.41
fffe32003800390031003400,06-03-2008,Female,Service,Yes,3,6,5.1,0.42
fffe32003000350038003300,04-10-2008,Male,Product,No,2,5,7.6,
fffe3700320035003500,15-07-2008,Male,Product,No,2,6,7.1,0.53
fffe32003000390033003100,09-09-2008,Male,Service,No,2,4,5.9,0.46
fffe33003400340037003200,14-05-2008,Male,Service,No,1,2,3.3,0.27
fffe31003900320035003800,12-11-2008,Female,Product,No,4,7,8.2,0.71
fffe31003100320030003100,20-12-2008,Female,Service,No,0,1,0.3,0.03
fffe32003900300039003100,02-02-2008,Female,Service,Yes,1,2,4.5,0.39
fffe3100310032003300,29-01-2008,Female,Service,Yes,3,5,5.1,0.34
fffe31003400340032003800,31-10-2008,Male,Service,No,5,9,9.4,0.82
fffe32003200390033003400,14-06-2008,Female,Service,Yes,2,3,3.6,0.24
fffe3400360036003500,25-11-2008,Male,Service,No,2,2,3.8,0.18
fffe32003500360036003500,17-07-2008,Female,Service,Yes,3,6,6,0.54
fffe31003700380036003700,27-01-2008,Male,Product,Yes,2,5,4,0.33
fffe3200320035003400,22-03-2008,Male,Service,No,1,3,5.7,0.38
fffe32003000320031003800,05-11-2008,Female,Service,No,2,3,4.9,0.31
fffe3200340034003400,26-01-2008,Male,Service,Yes,1,,4.9,0.25
fffe3800380039003600,16-07-2008,Male,Service,Yes,2,5,7.7,0.63
fffe31003800340039003400,24-11-2008,Male,Product,Yes,2,5,5.7,0.45
fffe3800330030003300,19-11-2008,Female,Service,Yes,1,2,3.7,0.28
fffe33003300350030003700,26-12-2008,Male,Service,Yes,1,2,2.4,0.16
fffe32003300330039003000,30-01-2008,Female,Service,Yes,1,2,3.4,0.2
fffe31003500380038003800,28-01-2008,Male,Service,Yes,2,3,4.2,0.28
fffe31003200310038003900,26-05-2008,Female,Service,Yes,1,,6.2,0.4
fffe32003100340031003400,23-05-2008,Male,Service,Yes,4,7,8.4,0.68
fffe32003600380033003800,22-10-2008,Male,Product,No,2,4,6.6,0.58
fffe32003500350037003200,06-08-2008,Male,Product,Yes,4,7,6.4,0.62
fffe33003400380034003700,31-05-2008,Female,Service,Yes,4,7,9.3,0.75
fffe3600360032003200,15-11-2008,Female,Product,Yes,2,5,6.8,0.48
fffe3300360036003300,06-06-2008,Female,Product,No,2,5,9,
fffe33003400320034003200,07-05-2008,Female,Product,Yes,4,8,9.3,0.95
fffe360033003500,03-11-2008,Male,Service,No,4,8,7.4,0.61
fffe3900340037003100,05-11-2008,Male,Service,Yes,0,2,,0.14
fffe32003900300032003500,19-12-2008,Male,Product,Yes,2,3,6,0.49
fffe3600360039003600,13-08-2008,Female,Service,Yes,2,5,5.6,0.32
fffe33003400320036003400,20-07-2008,Male,Service,No,3,6,6.8,0.66
fffe3300380033003500,12-01-2008,Female,Service,No,2,5,6,0.42
fffe33003300320038003800,10-04-2008,Female,Product,No,4,6,7.1,0.6
fffe32003900310037003900,16-02-2008,Female,Product,No,0,1,1.7,0.14
fffe31003800340035003700,10-04-2008,Male,Product,Yes,0,,3.5,0.15
fffe33003400350037003700,20-05-2008,Male,Service,Yes,2,3,3.6,0.24
fffe32003200390039003200,22-09-2008,Male,Service,Yes,2,4,5.8,0.39
fffe3100320032003800,18-08-2008,Male,Service,No,4,7,,0.65
fffe32003100310039003200,25-01-2008,Male,Product,No,2,4,,0.55
fffe3600340033003100,10-06-2008,Male,Service,Yes,3,5,5.2,0.36
fffe320039003000,01-08-2008,Female,Service,No,3,6,6.5,0.51
fffe32003000360037003700,29-08-2008,Male,Service,No,1,4,6.6,0.54
fffe32003200310034003400,10-02-2008,Female,Service,Yes,2,4,7.2,0.64
fffe32003600310032003500,27-06-2008,Male,Service,No,3,7,7.6,0.78
fffe31003000340032003800,15-11-2008,Female,Service,Yes,1,1,2.4,
fffe32003700350039003300,26-09-2008,Female,Product,No,2,4,6.1,0.41
fffe3100350031003900,11-06-2008,Male,Service,No,2,5,6.2,0.6
fffe31003800380036003900,05-10-2008,Female,Product,Yes,0,1,2.1,0.07
fffe310035003400,18-10-2008,Male,Service,Yes,3,6,8,
fffe31003600340032003300,07-11-2008,Female,Service,No,1,2,,0.35
fffe32003400330031003100,11-11-2008,Male,Product,No,3,7,7.5,0.58
fffe3700380039003100,05-08-2008,Male,Service,Yes,2,2,2.6,0.2
fffe31003600390039003200,11-01-2008,Female,Service,No,4,8,7,0.67
fffe32003700310032003000,30-11-2008,Female,Service,Yes,1,3,3.1,0.17
fffe32003200390038003100,11-07-2008,Male,Service,No,3,5,4.6,0.37
fffe33003300380035003200,11-10-2008,Female,Product,Yes,3,6,7.4,0.55
fffe33003200320033003200,07-01-2008,Female,Service,No,2,5,5.6,0.53
fffe31003100340038003800,28-04-2008,Female,Product,No,1,1,4.4,0.25
fffe31003700340032003300,04-04-2008,Female,Product,No,3,,7.9,0.6
fffe3400360031003000,24-09-2008,Male,Product,Yes,2,3,3.5,0.3
fffe32003800300038003800,27-11-2008,Female,Product,No,1,3,5.9,0.5
fffe31003900320035003400,20-05-2008,Female,Service,No,1,2,,0.27
fffe33003100370034003600,22-02-2008,Female,Service,Yes,1,2,4,0.24
fffe32003400330037003200,20-07-2008,Male,Product,Yes,1,2,4.6,0.35
fffe3800370030003100,12-05-2008,Female,Service,Yes,2,6,,
fffe32003700390039003600,19-08-2008,Female,Product,Yes,4,8,6.9,0.69
fffe3200350037003500,20-07-2008,Female,Product,No,1,1,0.9,
fffe33003300330033003600,26-02-2008,Female,Product,Yes,2,3,5,0.37
fffe31003100350030003000,24-11-2008,Female,Service,Yes,0,2,3.8,0.28
fffe3700330031003200,03-12-2008,Male,Product,Yes,3,6,7.4,0.65
fffe33003000310037003900,10-12-2008,Male,Service,No,3,5,6.7,0.55
fffe32003800350033003900,28-10-2008,Male,Product,No,2,5,7.2,0.61
fffe360034003900,15-02-2008,Female,Service,Yes,2,3,6.4,0.43
fffe3500320035003300,19-05-2008,Female,Service,No,1,4,,0.31
fffe3400390033003000,02-08-2008,Female,Service,Yes,3,6,5.2,0.34
fffe31003000390035003800,29-09-2008,Male,Service,Yes,2,6,8.3,0.65
fffe33003300360039003900,08-07-2008,Female,Service,Yes,1,4,5.4,0.42
fffe32003800390032003900,22-02-2008,Male,Service,No,1,2,3.5,0.28
fffe3500390039003200,26-11-2008,Female,Product,Yes,2,4,5.3,0.35
fffe31003800390037003300,30-11-2008,Female,Service,No,3,5,7.9,0.65
fffe3400310033003100,12-01-2008,Male,Service,No,3,5,5.9,0.56
fffe32003700380038003800,28-04-2008,Male,Service,No,3,6,7.9,0.6
fffe3400320030003500,23-02-2008,Male,Service,Yes,1,3,2.6,0.12
fffe32003100380039003800,25-01-2008,Female,Service,No,3,6,7.4,0.62
fffe3700350031003200,24-09-2008,Female,Product,Yes,2,4,,0.48
fffe32003400340032003900,22-06-2008,Male,Service,Yes,3,7,7.2,0.54
fffe31003400370031003400,29-09-2008,Female,Service,No,2,6,8.3,0.7
fffe32003600370038003400,02-06-2008,Male,Service,No,4,9,9.7,0.96
fffe3800370030003800,31-10-2008,Male,Service,No,3,8,8,0.72
fffe3300360039003400,24-02-2008,Male,Service,No,1,1,0,0
fffe31003400300033003300,12-01-2008,Male,Service,No,4,,8.7,0.69
fffe33003000310033003000,24-05-2008,Male,Service,No,1,2,5.2,0.41
fffe32003300380035003600,30-04-2008,Female,Service,No,1,1,1,0.08
fffe3700390037003400,04-01-2008,Female,Product,No,1,3,4.9,0.29
fffe31003800310031003600,12-03-2008,Male,Service,No,2,4,,0.22
fffe32003700390038003600,07-08-2008,Female,Product,No,2,4,4.6,0.41
fffe3600370035003400,02-02-2008,Male,Service,Yes,3,6,5.2,0.31
fffe32003400390035003900,25-02-2008,Female,Product,Yes,2,2,4.7,0.27
fffe33003400310030003900,19-11-2008,Male,Service,No,1,4,5.7,0.44
fffe33003300380035003900,18-04-2008,Female,Service,No,3,5,6.4,0.59
fffe33003200380034003100,21-03-2008,Female,Product,Yes,1,2,4.7,0.29
fffe32003100330036003000,12-10-2008,Female,Service,Yes,0,1,4.2,
fffe31003400370038003100,02-06-2008,Female,Service,Yes,2,5,4.6,0.35
fffe32003000330030003200,12-03-2008,Male,Service,No,2,5,,0.53
fffe31003400390036003300,30-01-2008,Female,Service,Yes,4,6,,0.58
fffe390033003300,04-03-2008,Female,Service,No,3,7,7.8,0.79
fffe3400300034003200,15-08-2008,Male,Service,Yes,5,9,,0.84
fffe32003000310038003200,20-05-2008,Male,Service,Yes,1,3,4.3,0.38
fffe33003100380035003100,02-10-2008,Female,Service,Yes,1,2,3.3,0.26
fffe32003900330033003700,17-07-2008,Female,Service,No,1,3,4,0.35
fffe32003200330037003300,21-03-2008,Female,Service,No,3,,6.4,0.53
fffe3400350038003500,28-08-2008,Female,Service,No,2,3,6.5,0.43
fffe32003500330034003200,08-05-2008,Male,Service,No,3,7,6.5,0.55
fffe32003700350031003900,21-03-2008,Female,Product,Yes,1,2,3.7,0.18
fffe31003200310038003400,15-07-2008,Male,Service,Yes,3,5,4.3,0.31
fffe370033003600,16-09-2008,Female,Service,Yes,3,,6.6,0.47
fffe31003500330030003200,30-05-2008,Female,Product,No,2,2,,0.27
fffe31003400320031003700,03-07-2008,Female,Service,Yes,2,,3.3,0.26
fffe32003200320030003300,10-04-2008,Male,Product,Yes,4,7,9.2,0.77
fffe31003800360035003000,11-02-2008,Female,Service,No,2,5,6.7,
fffe31003600390036003500,18-01-2008,Male,Product,Yes,1,1,,0.06
fffe33003200380036003300,28-11-2008,Male,Product,Yes,2,4,4.5,0.3
fffe340033003800,20-09-2008,Male,Service,No,2,5,8.2,0.73
fffe32003400320039003000,16-04-2008,Female,Service,Yes,1,1,2.6,0.21
fffe3100310033003200,03-11-2008,Female,Product,Yes,2,4,4.3,0.31
fffe3400360033003700,31-10-2008,Male,Product,No,5,10,,
fffe31003700320035003600,16-05-2008,Male,Service,Yes,1,2,,0.47
fffe31003600360034003800,01-02-2008,Female,Service,No,2,,8.7,0.69
fffe3100330036003100,17-02-2008,Female,Product,Yes,0,1,0,0
fffe3200390032003600,21-02-2008,Female,Service,No,1,3,5.4,0.34
fffe31003900320032003600,06-01-2008,Female,Product,Yes,2,3,,0.37
fffe32003600380030003200,29-07-2008,Male,Product,Yes,1,2,5.4,0.39
fffe3600310030003400,18-03-2008,Male,Product,Yes,3,5,,0.4
fffe31003000390031003700,14-06-2008,Male,Product,Yes,2,4,6.2,0.44
fffe32003900300033003500,11-11-2008,Female,Product,No,1,2,2.7,0.2
fffe3700390039003500,14-08-2008,Female,Product,Yes,2,4,5.4,0.35
fffe32003600350038003000,28-04-2008,Female,Service,Yes,1,4,3.6,0.31
fffe33003100310038003300,17-06-2008,Female,Service,Yes,2,5,7.9,0.65
fffe33003200370033003700,16-12-2008,Male,Service,No,4,8,7.3,0.67
fffe32003800310031003500,25-10-2008,Male,Product,No,2,4,6.2,0.52
fffe32003300310034003000,04-03-2008,Female,Product,Yes,2,5,5.7,0.41
fffe3500340033003500,19-06-2008,Male,Service,Yes,3,,,0.66
fffe32003300310038003000,23-10-2008,Male,Service,Yes,2,3,2.5,0.14
fffe32003300320037003500,18-10-2008,Male,Product,Yes,1,2,5.1,0.47
fffe31003900360034003700,28-02-2008,Female,Product,Yes,0,2,3.8,0.18
fffe31003000380030003600,15-07-2008,Female,Service,Yes,2,4,4,0.33
fffe32003000360036003900,15-09-2008,Male,Service,No,1,3,4.7,0.4
fffe33003000310039003900,08-03-2008,Male,Service,No,2,7,8.5,0.76
fffe31003300390032003600,23-05-2008,Male,Product,No,1,3,5.7,0.43
fffe3100380039003300,02-03-2008,Male,Service,No,4,6,6.3,0.6
fffe3400320033003600,21-12-2008,Female,Service,Yes,1,3,4.5,0.36
fffe31003500320032003100,11-09-2008,Female,Service,Yes,2,4,5.3,0.33
fffe3900350034003900,24-10-2008,Female,Service,Yes,1,3,5.2,0.43
fffe32003500390031003100,03-04-2008,Female,Service,Yes,1,4,6.7,0.46
fffe3300370031003900,27-01-2008,Male,Service,No,3,5,7.6,0.66
fffe32003500380036003300,27-10-2008,Female,Service,Yes,3,5,3.9,0.3
fffe33003200370033003300,26-05-2008,Female,Product,Yes,0,2,4.6,0.25
fffe32003700330033003100,16-07-2008,Male,Service,No,4,6,6.3,0.54
fffe3400380039003000,25-04-2008,Female,Service,Yes,1,1,,0.13
fffe33003200330039003300,04-02-2008,Male,Service,No,3,5,7.3,0.52
fffe3200340039003200,29-09-2008,Female,Service,No,1,3,6.3,
fffe32003600370033003200,21-09-2008,Female,Product,No,3,7,9,0.75
fffe390033003100,20-10-2008,Male,Service,Yes,3,7,6.9,0.56
fffe3500300038003800,03-03-2008,Female,Service,Yes,2,3,,
fffe32003400340031003700,19-05-2008,Female,Product,Yes,2,5,5.9,0.36
fffe32003900340039003900,21-09-2008,Female,Product,No,3,5,5.6,0.32
fffe31003400300034003100,17-10-2008,Male,Product,Yes,2,5,6.6,0.54
fffe31003100320030003900,09-09-2008,Female,Service,Yes,0,1,,0.16
fffe360033003600,22-03-2008,Female,Service,No,3,5,5.9,0.4
fffe32003200380034003000,24-07-2008,Female,Product,No,3,7,6.8,0.66
fffe320035003100,26-08-2008,Female,Service,No,2,5,6.7,0.53
fffe3800350032003600,14-07-2008,Female,Product,Yes,0,,3.9,0.25
fffe31003800360037003400,19-06-2008,Male,Service,Yes,3,6,9,
fffe32003000300035003900,11-02-2008,Female,Service,Yes,2,3,6.2,0.48
fffe32003200300030003400,03-12-2008,Male,Service,No,2,6,7.1,0.58
fffe3700360039003500,08-02-2008,Female,Service,Yes,2,2,2.8,0.18
fffe32003300310031003700,24-09-2008,Female,Product,Yes,3,6,6.1,0.48
fffe31003500370031003100,29-06-2008,Female,Product,Yes,2,3,5.2,0.37
fffe32003300360034003400,17-12-2008,Male,Service,Yes,2,3,5.3,0.42
fffe3500340037003900,21-05-2008,Male,Service,No,1,3,,0.41
fffe32003400360030003200,22-05-2008,Female,Service,Yes,2,3,3.4,0.25
fffe33003400330032003100,04-11-2008,Female,Product,No,2,2,3.8,0.26
fffe31003100360036003300,08-01-2008,Male,Service,No,5,9,7.7,0.81
fffe3600320030003100,23-12-2008,Female,Product,Yes,2,4,5.3,0.46
fffe32003400370032003400,25-05-2008,Female,Service,Yes,2,4,5,0.44
fffe3800310032003200,11-05-2008,Female,Service,Yes,4,8,8.3,0.79
fffe32003200300033003800,14-07-2008,Female,Product,No,4,7,8.1,0.83
